finch,mouse
RASL11B,RASL11B
SNAPC3,SNAPC3
AGK,AGK
RERGL,RERGL
SLC26A1,SLC26A1
PIGC,PIGC
ATRX,ATRX
PIK3C2G,PIK3C2G
IL1R2,IL1R2
PDGFRA,PDGFRA
SSBP1,SSBP1
BCL6,BCL6
PLCZ1,PLCZ1
COMMD8,COMMD8
SNPH,SNPH
CLDN1,CLDN1
BACE2,BACE2
TRAF3IP2,TRAF3IP2
SLC6A7,SLC6A7
CDX1,CDX1
RAD21L1,RAD21L1
OPA1,OPA1
NPR3,NPR3
MFSD4B,MFSD4B
LOC110476390,UQCRQ
CREB3L2,CREB3L2
PSMF1,PSMF1
NCDN,NCDN
SLC16A10,SLC16A10
FNTA,FNTA
RSPO4,RSPO4
NELL2,NELL2
FUT10,FUT10
ANGPT4,ANGPT4
FAM3B,FAM3B
RPF2,RPF2
PELO,PELO
KIAA0319L,KIAA0319L
DBX2,DBX2
SLC52A3,SLC52A3
NDUFA10,NDUFA10
ANO6,ANO6
ZCCHC10,ZCCHC10
FGF10,FGF10
EEF1AKNMT,METTL13
GTF3C6,GTF3C6
IL1RL1,IL1RL1
PYROXD1,PYROXD1
AMD1,AMD1
SRXN1,SRXN1
TCERG1,TCERG1
TMPRSS2,TMPRSS2
IL18R1,IL18R1
ITPA,ITPA
IL18RAP,IL18RAP
MYOC,MYOC
TCF15,TCF15
KCTD8,KCTD8
RECQL,RECQL
ARID2,ARID2
ZMYM4,ZMYM4
GRXCR1,GRXCR1
SFPQ,SFPQ
AMOT,AMOT
EMB,EMB
NFXL1,NFXL1
TBC1D20,TBC1D20
NRG1,NRG1
TMEM35B,TMEM35B
CCNO,CCNO
LOC110483715,DDO
DLGAP3,DLGAP3
UPF3A,UPF3A
SCAF11,SCAF11
PRRC2C,FMO4
DHX29,DHX29
LPL,LPL
SLC38A1,SLC38A1
SLC2A2,SLC2A2
MLLT3,MLLT3
CDC40,CDC40
SLC38A2,SLC38A2
RLF,RLF
CHRM2,CHRM2
STAT4,STAT4
CDC16,CDC16
PDXP,PDXP
SH3BP1,SH3BP1
WASF1,WASF1
PSD3,PSD3
SLC38A4,SLC38A4
PSIP1,PSIP1
SGCZ,SGCZ
HM13,HM13
GGA1,GGA1
PRRX1,PRRX1
SLITRK2,SLITRK2
FIG4,FIG4
TPX2,TPX2
AMIGO2,AMIGO2
GORAB,GORAB
SOX5,SOX5
AK9,AK9
PLPP1,PLPP1
CDC23,CDC23
RPAP3,RPAP3
ZBTB24,ZBTB24
NFATC2,NFATC2
METTL11B,METTL11B
LGALS2,LGALS2
ATP23,ATP23
CDC42EP1,CDC42EP1
GFRA3,GFRA3
COL18A1,COL18A1
LUZP1,LUZP1
SLC38A9,SLC38A9
DLC1,DLC1
MND1,MND1
LRTM2,LRTM2
SLC19A1,SLC19A1
SLC44A1,SLC44A1
MOCS3,MOCS3
HACD4,HACD4
KDM1A,KDM1A
CARD10,CARD10
LRIG3,LRIG3
KDM3B,KDM3B
LNX1,LNX1
TMEM38B,TMEM38B
KIFAP3,KIFAP3
DPM1,DPM1
ETFRF1,ETFRF1
IL31RA,IL31RA
CZH9orf85,C9orf85
TBX22,TBX22
NMUR2,NMUR2
ZMPSTE24,ZMPSTE24
WDR44,WDR44
PIGV,PIGV
NOP16,NOP16
ADNP,ADNP
ZNF462,ZNF462
ARMC2,ARMC2
OSTN,OSTN
METTL18,METTL18
ELFN2,ELFN2
FOXO3,FOXO3
COL6A1,COL6A1
KIAA1191,KIAA1191
ANKS1B,ANKS1B
UTS2B,UTS2B
KLF4,KLF4
GMNC,GMNC
KIAA0040,KIAA0040
PTGER4,PTGER4
RAB20,RAB20
SSPN,SSPN
OPHN1,OPHN1
TTC33,TTC33
CARS2,CARS2
MFNG,MFNG
COL6A2,COL6A2
GAS6,GAS6
RIPOR3,FAM65C
YIPF6,YIPF6
ATP13A3,ATP13A3
TMEM255B,TMEM255B
TMEM267,TMEM267
NR2E1,NR2E1
ATP4B,ATP4B
TMCO3,TMCO3
OSTM1,OSTM1
SEC63,SEC63
BRS3,BRS3
PAIP1,PAIP1
DHDDS,DHDDS
SCML4,SCML4
VGLL1,VGLL1
UTP11,UTP11
IL1RAP,IL1RAP
CEBPB,CEBPB
HRH2,HRH2
NNT,NNT
CZH9orf64,C9orf64
SSTR3,SSTR3
FRK,FRK
GRTP1,GRTP1
C2CD5,C2CD5
NWD2,NWD2
C1QTNF6,C1QTNF6
FAM162B,FAM162B
LAMP1,LAMP1
FHL3,FHL3
LOC110473866,GP5
DTHD1,DTHD1
IL13RA1,IL13RA1
CSF3R,CSF3R
PCID2,PCID2
NPEPL1,NPEPL1
TMEM35A,TMEM35A
MRPS15,MRPS15
ZUP1,ZUFSP
RMI1,RMI1
TRMT2B,TRMT2B
PROZ,PROZ
IL2RB,IL2RB
LSM10,LSM10
FGFR1OP2,FGFR1OP2
DIMT1,DIMT1
FXN,FXN
STK40,STK40
LOC110473865,LRRC15
APCDD1L,APCDD1L
TMPRSS6,TMPRSS6
EVA1B,EVA1B
LOC110478744,F7
THRAP3,THRAP3
PRLR,PRLR
ZDHHC9,ZDHHC9
SPEF2,SPEF2
MAP7D1,MAP7D1
RWDD1,RWDD1
SASH3,SASH3
ANXA6,ANXA6
TRAPPC3L,TRAPPC3L
VAPB,VAPB
TM7SF3,TM7SF3
NCF4,NCF4
MMGT1,MMGT1
TRAPPC3,TRAPPC3
MED21,MED21
CALHM5,FAM26E
TP63,TP63
PCNT,PCNT
TMCO1,TMCO1
XPNPEP2,XPNPEP2
PPAT,PPAT
MTMR12,MTMR12
PVALB,PVALB
COL8A2,COL8A2
UBLCP1,UBLCP1
AASDH,AASDH
MCF2L,MCF2L
TEKT2,TEKT2
IFT27,IFT27
FBXL14,FBXL14
PTAR1,PTAR1
EIF3D,EIF3D
PLRG1,PLRG1
C20H20orf85,C20orf85
SUCO,SUCO
FHL1,FHL1
RNF145,RNF145
MAMDC2,MAMDC2
FOXRED2,FOXRED2
VAMP4,VAMP4
TXN2,TXN2
FGG,FGG
ABHD13,ABHD13
HNRNPH1,HNRNPH1
SLC51A,SLC51A
SMC5,SMC5
ITGB2,ITGB2
LPP,LPP
KLF9,KLF9
ARL15,ARL15
FAM207A,FAM207A
RAE1,RAE1
HSPB3,HSPB3
SNX18,SNX18
ARGLU1,ARGLU1
RBM46,RBM46
TRAF3IP1,TRAF3IP1
CLSPN,CLSPN
MCM9,MCM9
TFRC,TFRC
FAM114A1,FAM114A1
ZC4H2,ZC4H2
EFNB2,EFNB2
ZC3H12B,ZC3H12B
PSMB2,PSMB2
NPY2R,NPY2R
HIVEP3,HIVEP3
ZNF335,ZNF335
LAS1L,LAS1L
ESM1,ESM1
HSPD1,HSPD1
EDN2,EDN2
PSMD2,PSMD2
FOXN3,FOXN3
RBFOX2,RBFOX2
ITPK1,ITPK1
FAAH2,FAAH2
PPT1,PPT1
CLDN2,CLDN2
GPX8,GPX8
COL23A1,COL23A1
CEP85L,CEP85L
UXS1,UXS1
MCM5,MCM5
RPL11,RPL11
OCRL,OCRL
PRRG3,PRRG3
RFTN2,RFTN2
PLN,PLN
AMN,AMN
ASCC3,ASCC3
PFDN4,PFDN4
HNRNPAB,HNRNPAB
TNK2,TNK2
GPBP1,GPBP1
BOLL,BOLL
ERCC6L,ERCC6L
LOC110472394,CYP24A1
HMOX1,HMOX1
PIN4,PIN4
KLF3,KLF3
NHSL2,NHSL2
ST6GAL2,ST6GAL2
PITHD1,PITHD1
VPS13A,VPS13A
FBLN5,FBLN5
TMLHE,TMLHE
NME5,NME5
TBC1D1,TBC1D1
GCC2,GCC2
RUBCN,RUBCN
FYTTD1,FYTTD1
BPIFB2,BPIFB2
TRIP11,TRIP11
IQCG,IQCG
ZFP64,ZFP64
GALE,GALE
BCAT1,BCAT1
GMEB1,GMEB1
SALL4,SALL4
CPSF2,CPSF2
RELL1,RELL1
CLOCK,CLOCK
TAF12,TAF12
PSMD1,PSMD1
TMEM165,TMEM165
DCX,DCX
SRD5A3,SRD5A3
TIMP3,TIMP3
FAM13B,FAM13B
HTR2B,HTR2B
CARNMT1,CARNMT1
RIN3,RIN3
HDX,HDX
NMRK1,NMRK1
TMEM33,TMEM33
LGMN,LGMN
ARMC9,ARMC9
FBXO7,FBXO7
GOLGA5,GOLGA5
SGCD,SGCD
BCAS1,BCAS1
MTFR1L,MTFR1L
OSTF1,OSTF1
CHRDL1,CHRDL1
CHGA,CHGA
UBE3A,UBE3A
DKC1,DKC1
MRPL22,MRPL22
NXT2,NXT2
PSAT1,PSAT1
RASEF,RASEF
RTCB,RTCB
VWA3B,VWA3B
MPP1,MPP1
LIMCH1,LIMCH1
DUSP15,DUSP15
C5H14orf132,C14orf132
GEMIN5,GEMIN5
PRDM4,PRDM4
FRMD3,FRMD3
TMEM131,TMEM131
MYOT,MYOT
PWP1,PWP1
NADK2,NADK2
SRSF10,SRSF10
NCL,NCL
PDRG1,PDRG1
IDNK,IDNK
XKR7,XKR7
GSKIP,GSKIP
CCM2L,CCM2L
NMUR1,NMUR1
AK7,AK7
NSUN7,NSUN7
INPP4A,INPP4A
PTMA,PTMA
TGM2,TGM2
GRHL3,GRHL3
PDE6D,PDE6D
ASAH1,ASAH1
FAXDC2,FAXDC2
TNFAIP2,TNFAIP2
GK5,GK5
XRN1,XRN1
LOC110472870,RHCE
PHF6,PHF6
TSHZ2,TSHZ2
HPRT1,HPRT1
ATR,ATR
MYOM3,MYOM3
PCM1,PCM1
PCDH19,PCDH19
EIF5,EIF5
SPOCK1,SPOCK1
ATG4A,ATG4A
TRPC1,TRPC1
PSMD10,PSMD10
BVES,BVES
VSTM2L,VSTM2L
SYF2,SYF2
IFNLR1,IFNLR1
PCOLCE2,PCOLCE2
LIPT1,LIPT1
CTNNBL1,CTNNBL1
PAQR9,PAQR9
VSIG1,VSIG1
MITD1,MITD1
GDA,GDA
U2SURP,U2SURP
NIPAL3,NIPAL3
TXNDC9,TXNDC9
PDGFRL,PDGFRL
EIF5B,EIF5B
DNTTIP1,DNTTIP1
REV1,REV1
TRMT61A,TRMT61A
GAB3,GAB3
TCF7,TCF7
CEP78,CEP78
LONRF2,LONRF2
ANPEP,ANPEP
BAG5,BAG5
CHRD,CHRD
C13H5orf15,C5orf15
CHST10,CHST10
SRRM1,SRRM1
LOC110469787,APOPT1
SNX21,SNX21
GLA,GLA
CAPN7,CAPN7
RBM47,RBM47
ACOT8,ACOT8
SUN2,SUN2
MFSD10,MFSD10
VPS37A,VPS37A
BTK,BTK
EXOSC7,EXOSC7
TIMM8A,TIMM8A
POLR2H,POLR2H
SOX1,SOX1
XRCC3,XRCC3
TAF7L,TAF7
ADD1,ADD1
PCIF1,PCIF1
COPS2,COPS2
TGM4,TGM4
SRP9,SRP9
DRP2,DRP2
AHSG,AHSG
GALK2,GALK2
CDH22,CDH22
TDRD9,TDRD9
IARS2,IARS2
FNIP1,FNIP1
SFRP4,SFRP4
BPNT1,BPNT1
UVSSA,UVSSA
MLH1,MLH1
EPB41,EPB41
DTWD1,DTWD1
HAUS6,HAUS6
RD3L,RD3L
FETUB,FETUB
SLC35C2,SLC35C2
CENPI,CENPI
SMYD1,SMYD1
STARD3NL,STARD3NL
RRP15,RRP15
FABP1,FABP1
ASPG,ASPG
THNSL2,THNSL2
TCAIM,TCAIM
RLBP1,RLBP1
MICU3,MICU3
CD40LG,CD40LG
KNG1,KNG1
TACC3,TACC3
TMEM200B,TMEM200B
MOSPD1,MOSPD1
DDX27,DDX27
GPATCH2,GPATCH2
KIF26A,KIF26A
MPDZ,MPDZ
CTNNB1,CTNNB1
SPG11,SPG11
PDLIM4,PDLIM4
RFC4,RFC4
ACTR2,ACTR2
IRF1,IRF1
UBE2K,UBE2K
EIF3J,EIF3J
DENND4C,DENND4C
RAD50,RAD50
RPS6,RPS6
HDAC8,HDAC8
MECR,MECR
ACER2,ACER2
CTDSPL2,CTDSPL2
RBM41,RBM41
SETD3,SETD3
RGS12,RGS12
SLX4,SLX4
SMIM14,SMIM14
CTSZ,CTSZ
TRAP1,TRAP1
ANO10,ANO10
CASC4,CASC4
MCF2L2,MCF2L2
NELFCD,NELFCD
KIF3A,KIF3A
CCNK,CCNK
MSANTD1,MSANTD1
TMEM255A,TMEM255A
PIH1D3,PIH1D3
SRL,SRL
FRMD5,FRMD5
WDR76,WDR76
UGDH,UGDH
FAM110D,FAM110D
HTT,HTT
BLM,BLM
RPL9,RPL9
GMEB2,GMEB2
CTSH,CTSH
KLB,KLB
LOC110481165,CYP46A1
NOP14,NOP14
NFIB,NFIB
TRMT44,TRMT44
TRIM63,TRIM63
B3GNT5,B3GNT5
ZDHHC21,ZDHHC21
GLCE,GLCE
MYCL,MYCL
ANKS3,ANKS3
SMOX,SMOX
FREM1,FREM1
TMEM164,TMEM164
TTC39B,TTC39B
TNIP1,TNIP1
POMGNT2,POMGNT2
MAPK8IP3,MAPK8IP3
PDYN,PDYN
SOX12,SOX12
GPX3,GPX3
WDR26,WDR26
CCK,CCK
DNAJC8,DNAJC8
PLP1,PLP1
KIF23,KIF23
ATP5IF1,ATPIF1
KCTD16,KCTD16
SPATA18,SPATA18
THG1L,THG1L
SOX30,SOX30
GASK1A,FAM198A
MEX3B,MEX3B
CHMP1B,CHMP1B
TRIT1,TRIT1
BNC2,BNC2
UBE2J2,UBE2J2
TCEA3,TCEA3
ADCY9,ADCY9
SGCB,SGCB
ASAP3,ASAP3
ROGDI,ROGDI
DCUN1D4,DCUN1D4
GLIS2,GLIS2
SPEN,SPEN
NVL,NVL
CWH43,CWH43
MRPS26,MRPS26
ZBTB17,ZBTB17
VPS41,VPS41
HOMER2,HOMER2
TMEM129,TMEM129
OTX1,OTX1
AIFM1,AIFM1
GNL2,GNL2
HSPB7,HSPB7
TP53BP2,TP53BP2
WDPCP,WDPCP
RAMAC,FAM103A1
DNALI1,DNALI1
SNIP1,SNIP1
DNAJC19,DNAJC19
BCORL1,BCORL1
SLC25A47,SLC25A47
KIAA1143,KIAA1143
DNAJA3,DNAJA3
MDH1,MDH1
SH3RF2,SH3RF2
LARS1,LARS
FAM53A,FAM53A
NMRAL1,NMRAL1
EGR1,EGR1
SMIM3,SMIM3
SLC25A29,SLC25A29
WARS1,WARS
CASS4,CASS4
DCTN4,DCTN4
LRPAP1,LRPAP1
SKIL,SKIL
NLRC3,NLRC3
MEAF6,MEAF6
SUSD4,SUSD4
RBM22,RBM22
DOK7,DOK7
CLUAP1,CLUAP1
RTN4,RTN4
C14H7orf26,C7orf26
PGD,PGD
ARHGAP26,ARHGAP26
NELFA,NELFA
BEGAIN,BEGAIN
DFFA,DFFA
TLR5,TLR5
NR3C1,NR3C1
DLK1,DLK1
AOAH,AOAH
SLAIN2,SLAIN2
BNC1,BNC1
TSPAN6,TSPAN6
PEX14,PEX14
MTIF2,MTIF2
PDGFRB,PDGFRB
DISP3,DISP3
LRRTM1,LRRTM1
HMOX2,HMOX2
SLC9A1,SLC9A1
BROX,BROX
SEC62,SEC62
WDTC1,WDTC1
RPL14,RPL14
TMEM222,TMEM222
CSF1R,CSF1R
FOXI3,FOXI3
ENTPD3,ENTPD3
LRRC31,LRRC31
HMGXB3,HMGXB3
EIF2AK3,EIF2AK3
SAMD7,SAMD7
LACTBL1,LACTBL1
DYNC1H1,DYNC1H1
CCDC88A,CCDC88A
LRRC34,LRRC34
WASF2,WASF2
AHDC1,AHDC1
TAF1A,TAF1A
NOD1,NOD1
RPIA,RPIA
MYNN,MYNN
CFAP36,CFAP36
ZNRF2,ZNRF2
FLT4,FLT4
ENTPD6,ENTPD6
ADAMTSL3,ADAMTSL3
MTURN,MTURN
SUCLG1,SUCLG1
RNF130,RNF130
AR,AR
C1QB,C1QB
TMEM251,TMEM251
SBK1,SBK1
CDCA4,CDCA4
FUNDC2,FUNDC2
TMEM179,TMEM179
CISD2,CISD2
C1QC,C1QC
SQSTM1,SQSTM1
CMC4,CMC4
MRPS5,MRPS5
NSD2,WHSC1
AXIN1,AXIN1
BRCC3,BRCC3
PDIA2,PDIA2
METTL6,METTL6
RCOR1,RCOR1
ARHGDIG,ARHGDIG
C1QA,C1QA
EFL1,EFL1
LETM1,LETM1
PHACTR4,PHACTR4
SLC30A4,SLC30A4
OGT,OGT
SLC25A38,SLC25A38
PRIMA1,PRIMA1
RCC1,RCC1
DHRS7,DHRS7
PSME4,PSME4
GINS1,GINS1
GJA4,GJA4
LOC110474333,TLR15
LOC116184800,CD8A
MAML1,MAML1
C10H15orf61,C15orf61
SYNE3,SYNE3
FAM181A,FAM181A
NPHP1,NPHP1
GLRX5,GLRX5
LOC110473306,RNF103
GFER,GFER
ASB2,ASB2
ECI1,ECI1
TMEM201,TMEM201
LOC110474328,TPCN3
CPZ,CPZ
CX3CR1,CX3CR1
NONO,NONO
SYNGR3,SYNGR3
HP1BP3,HP1BP3
CCR4,CCR4
BUB1,BUB1
TMEM159,TMEM159
ZMYM3,ZMYM3
MAP2K5,MAP2K5
JKAMP,JKAMP
TRAF3,TRAF3
L3HYPDH,L3HYPDH
GALM,GALM
AGTR1,AGTR1
VRK2,VRK2
ZP2,ZP2
BLOC1S6,BLOC1S6
CTNNBIP1,CTNNBIP1
PALB2,PALB2
CRTAP,CRTAP
DCTN5,DCTN5
SUSD5,SUSD5
FANCL,FANCL
PLK1,PLK1
CRYM,CRYM
BRF1,BRF1
LZIC,LZIC
TMEM108,TMEM108
SOX8,SOX8
TLR3,TLR3
COL9A2,COL9A2
LOC110475535,UQCRC2
AFTPH,AFTPH
FAM149A,FAM149A
CPB1,CPB1
SLC35F4,SLC35F4
PIGZ,PIGZ
CDV3,CDV3
SMAP2,SMAP2
DHX57,DHX57
NFYC,NFYC
CARD11,CARD11
NAA30,NAA30
ZNF839,ZNF839
TOPBP1,TOPBP1
AP5M1,AP5M1
CINP,CINP
UBFD1,UBFD1
TINAGL1,TINAGL1
FRMD7,FRMD7
ARHGEF33,ARHGEF33
EARS2,EARS2
SPPL2A,SPPL2A
NOC2L,NOC2L
LOC110473918,MELTF
GGA2,GGA2
TECPR2,TECPR2
EXOC5,EXOC5
CARHSP1,CARHSP1
COG7,COG7
PIAS1,PIAS1
LOC110469797,INF2
DACT1,DACT1
SCNN1G,SCNN1G
ANKRD9,ANKRD9
SAMD11,SAMD11
GTF2A1L,GTF2A1L
CALML4,CALML4
TACC1,TACC1
CLN6,CLN6
THUMPD2,THUMPD2
ABAT,ABAT
SIVA1,SIVA1
TMEM39B,TMEM39B
GPCPD1,GPCPD1
FEM1B,FEM1B
NSMCE1,NSMCE1
METTL22,METTL22
TIMM9,TIMM9
CAPN14,CAPN14
TMEM114,TMEM114
LOC110475363,MARCKSL1
ARID4A,ARID4A
PLPBP,PROSC
DDX24,DDX24
BRF2,BRF2
LOC110474389,SLC2A5
IFT140,IFT140
EPN2,EPN2
GPC3,GPC3
ZIC3,ZIC3
GPR157,GPR157
TMEM204,TMEM204
APOD,APOD
PSMA3,PSMA3
TELO2,TELO2
FYCO1,FYCO1
RNPS1,RNPS1
DRG2,DRG2
ADRB3,ADRB3
PPP4R4,PPP4R4
CAPN13,CAPN13
TRMT6,TRMT6
ZMAT4,ZMAT4
SERPINA10,SERPINA10
MCM8,MCM8
SH3BP2,SH3BP2
SFRP1,SFRP1
CRLS1,CRLS1
EIF3I,EIF3I
ATP6V0C,ATP6V0C
SSTR5,SSTR5
LCLAT1,LBH
SLC6A20,SLC6A20
YPEL5,YPEL5
PARP1,PARP1
SNRPD1,SNRPD1
NAT8,NAT8B
MED9,MED9
HDC,HDC
AAK1,AAK1
LIN9,LIN9
PEMT,PEMT
ACBD3,ACBD3
PLEKHA2,PLEKHA2
RAI1,RAI1
SACM1L,SACM1L
MIXL1,MIXL1
MANBA,MANBA
EIF4G1,EIF4G1
SREBF1,SREBF1
ZBTB25,ZBTB25
SDE2,SDE2
DICER1,DICER1
NFU1,NFU1
RNF4,RNF4
TM2D2,TM2D2
FAM155B,FAM155B
LARS2,LARS2
EDA,EDA
FAM131A,FAM131A
DUSP10,DUSP10
CFAP99,CFAP99
SLC30A10,SLC30A10
CDCP1,CDCP1
DRC3,DRC3
AKAP5,AKAP5
CLPX,CLPX
BSDC1,BSDC1
P3H2,P3H2
LYPLAL1,LYPLAL1
CLCN6,CLCN6
MB21D2,MB21D2
NOX5,NOX5
ATPAF2,ATPAF2
ESR2,ESR2
GID4,GID4
MTHFR,MTHFR
CCNF,CCNF
TDP1,TDP1
CNOT10,CNOT10
SLC7A14,SLC7A14
GATM,GATM
TRIM71,TRIM71
CLDN11,CLDN11
AGTRAP,AGTRAP
PDCD7,PDCD7
POLN,POLN
UBAP1L,UBAP1L
YBX1,YBX1
COPS7B,COPS7B
NRDE2,NRDE2
HLX,HLX
PPIH,PPIH
ZBTB8OS,ZBTB8OS
GFRA2,GFRA2
GPRC5B,GPRC5B
RBBP6,RBBP6
SYNC,SYNC
MAEA,MAEA
ITGA9,ITGA9
IQCK,IQCK
PPCS,PPCS
KBTBD13,KBTBD13
FSD2,FSD2
DIS3L2,DIS3L2
WHAMM,WHAMM
TNRC6A,TNRC6A
KIAA1522,KIAA1522
GOLGA4,GOLGA4
ZMYND12,ZMYND12
SPRED2,SPRED2
WDR89,WDR89
SPON2,SPON2
WDR43,WDR43
YARS1,YARS
RASL12,RASL12
TTC7B,TTC7B
RNF212,RNF212
LZTS1,LZTS1
MTFMT,MTFMT
FNDC5,FNDC5
VPS35L,C16orf62
RPS6KA5,RPS6KA5
ZNF362,ZNF362
MAK16,MAK16
FGFRL1,FGFRL1
AK2,AK2
MSH2,MSH2
ALKBH5,ALKBH5
ATOH8,ATOH8
VWA1,VWA1
FLII,FLII
TTI2,TTI2
MIEF2,MIEF2
LOC110474470,TRIM62
TOP3A,TOP3A
NDUFS5,NDUFS5
MRPL20,MRPL20
SMCR8,SMCR8
DGLUCY,C14orf159
MSH6,MSH6
PDZD11,PDZD11
C1D,C1D
EIF2B5,EIF2B5
SVBP,SVBP
PARP16,PARP16
FBXO11,FBXO11
POLR1A,POLR1A
IGDCC3,IGDCC3
SYT16,SYT16
FOXN2,FOXN2
PNO1,PNO1
ASH2L,ASH2L
PPP3R1,PPP3R1
SNAPC1,SNAPC1
CNRIP1,CNRIP1
IMMT,IMMT
LSM1,LSM1
FAM83G,FAM83G
PPP1R21,PPP1R21
BAG4,BAG4
SMNDC1,SMNDC1
MRPL35,MRPL35
SFRP5,SFRP5
MOSMO,C16orf52
HIF1A,HIF1A
HACD3,HACD3
DDHD2,DDHD2
REEP1,REEP1
SLC38A6,SLC38A6
FLRT2,FLRT2
PPIE,PPIE
YAE1,YAE1D1
SLC12A9,SLC12A9
PLEK,PLEK
B3GNT2,B3GNT2
GALC,GALC
NSD3,WHSC1L1
TRMT5,TRMT5
LETM2,LETM2
FASTKD5,FASTKD5
GPR65,GPR65
UBOX5,UBOX5
APLF,APLF
COMMD1,COMMD1
CDK13,CDK13
KCNK10,KCNK10
DDRGK1,DDRGK1
MPLKIP,MPLKIP
MNAT1,MNAT1
SLC9A3R2,SLC9A3R2
MEGF11,MEGF11
EIF4E2,EIF4E2
NTHL1,NTHL1
SPATA7,SPATA7
MERTK,MERTK
PCSK2,PCSK2
TSC2,TSC2
PTPN21,PTPN21
DIS3L,DIS3L
PTGDR,PTGDR
PLAT,PLAT
PTGER2,PTGER2
TIPIN,TIPIN
CAPN10,CAPN10
LPAR4,LPAR4
PKD1,PKD1
MXRA8,MXRA8
GPR137C,GPR137C
SLC4A11,SLC4A11
ABCC5,ABCC5
ZC3H14,ZC3H14
TRAF7,TRAF7
DCUN1D3,DCUN1D3
ABCF3,ABCF3
LYRM1,LYRM1
SNAPC5,SNAPC5
XPO6,XPO6
TAS1R3,TAS1R3
CPTP,CPTP
CCDC39,CCDC39
POLB,POLB
COQ8A,COQ8A
ITM2A,ITM2A
RPL4,RPL4
TTC14,TTC14
PSMC6,PSMC6
CAPN15,CAPN15
SUGCT,SUGCT
GNPNAT1,GNPNAT1
PEX5L,PEX5L
NDUFAF5,NDUFAF5
DECR2,DECR2
TTC8,TTC8
MLST8,MLST8
RAB11FIP3,RAB11FIP3
PGP,PGP
TASP1,TASP1
EGR4,EGR4
ZDHHC4,ZDHHC4
CFAP65,CFAP65
NKX2-2,NKX2-2
NDUFB5,NDUFB5
DDHD1,DDHD1
MRPL47,MRPL47
ISM1,ISM1
XRN2,XRN2
AAGAB,AAGAB
SLC16A12,SLC16A12
CCT7,CCT7
DACH2,DACH2
MSS51,MSS51
BMP4,BMP4
PRADC1,PRADC1
LOC110473583,CYP17A1
IQCH,IQCH
ANK1,ANK1
KIZ,KIZ
CFAP70,CFAP70
FANCM,FANCM
JAG1,JAG1
AS3MT,AS3MT
SMYD5,SMYD5
RASSF2,RASSF2
CHM,CHM
USP48,USP48
OSCP1,OSCP1
WDR90,WDR90
PRNP,PRNP
SLX4IP,SLX4IP
CFAP61,CFAP61
PDCD4,PDCD4
ADPRS,ADPRHL2
PROM2,PROM2
ZNF639,ZNF639
PUSL1,PUSL1
POF1B,POF1B
MKKS,MKKS
HEYL,HEYL
FKBP3,FKBP3
PIK3CA,PIK3CA
SHOC2,SHOC2
RHBDL1,RHBDL1
APOOL,APOOL
MYEF2,MYEF2
ZMAT3,ZMAT3
STUB1,STUB1
GOT1,GOT1
LCMT1,LCMT1
SNAP25,SNAP25
ANKEF1,ANKEF1
JMJD8,JMJD8
PDCD6IP,PDCD6IP
FAM76A,FAM76A
DNPEP,DNPEP
BNIP3L,BNIP3L
SFXN5,SFXN5
WDR24,WDR24
AARS2,AARS2
FBXL16,FBXL16
TCTE1,TCTE1
HPSE2,HPSE2
MARCHF4,MARCH4
ANXA4,ANXA4
HPS1,HPS1
ARPP21,ARPP21
SRBD1,SRBD1
C14H16orf72,C16orf72
METRN,METRN
LAMP5,LAMP5
SPR,SPR
SMC3,SMC3
STAC,STAC
KLHL28,KLHL28
ANTKMT,FAM173A
LRFN5,LRFN5
ABHD12,ABHD12
DCLK3,DCLK3
TMEM260,TMEM260
DUT,DUT
PLCB4,PLCB4
USP7,USP7
PIGF,PIGF
HSPBAP1,HSPBAP1
FOXO4,FOXO4
MEA1,MEA1
CRIPT,CRIPT
PLCB1,PLCB1
NUBP2,NUBP2
PIK3R4,PIK3R4
SPSB3,SPSB3
RBM20,RBM20
KTN1,KTN1
NAALADL2,NAALADL2
IQCB1,IQCB1
HHEX,HHEX
LMF1,LMF1
TWNK,TWNK
PPP1R13B,PPP1R13B
HAO1,HAO1
ATG14,ATG14
BMP2,BMP2
SLCO3A1,SLCO3A1
CHTF18,CHTF18
LOC116184747,SPATA16
SOCS5,SOCS5
RPUSD1,RPUSD1
EAF2,EAF2
SEMA4G,SEMA4G
LRRN4,LRRN4
NEK11,NEK11
TEX11,TEX11
SEC22A,SEC22A
ST8SIA2,ST8SIA2
CCT4,CCT4
UBR2,UBR2
FAM161A,FAM161A
PCYOX1,PCYOX1
NCEH1,NCEH1
FAM174B,FAM174B
TNFSF10,TNFSF10
PRPH2,PRPH2
RGMA,RGMA
FBXO34,FBXO34
DTD1,DTD1
UBN1,UBN1
MRPL2,MRPL2
ACTR1A,ACTR1A
DLGAP5,DLGAP5
PTK7,PTK7
CIAO3,NARFL
FNDC3B,FNDC3B
SUFU,SUFU
RCC2,RCC2
PPL,PPL
GDPD2,GDPD2
SRF,SRF
POLR3F,POLR3F
TGFA,TGFA
LGALS3,LGALS3
BICRAL,GLTSCR1L
FAM43A,FAM43A
DZANK1,DZANK1
HTR2C,HTR2C
FAHD1,FAHD1
MAPK1IP1L,MAPK1IP1L
MYLK,MYLK
KAT14,KAT14
ESF1,ESF1
FAM169B,FAM169B
IL13RA2,IL13RA2
MRAS,MRAS
MGME1,MGME1
