OMAid_1	RefSeq_1	gene_id	EntrezGene_1	SourceID_1	OMAid_2	RefSeq_2	Ensembl.Gene_2	EntrezGene_2	gene_name_ck	RelType	OmaGroup	gene_name_zf
TAEGU12534	NA	ENSTGUG00000004937	NA	ENSTGUG00000004937.2	CHICK54549	XP_015151832	NA	396442	SRC	1:1	1070089	SRC
TAEGU12541	XP_030144311	ENSTGUG00000024673	115497878	ENSTGUG00000024673.1	CHICK54554	NP_001289070	NA	100857695	BLCAP	1:1	NA	BLCAP
TAEGU12543	XP_002190307	ENSTGUG00000004963	100230623	ENSTGUG00000004963.2	CHICK54559	XP_040543883	NA	419179	PIGT	1:1	NA	PIGT
TAEGU12548	XP_030144251	ENSTGUG00000005004	100224921	ENSTGUG00000005004.2	CHICK54561	XP_040543885	NA	419180	DBNDD2	1:1	1412218	DBNDD2
TAEGU12550	XP_030144393	ENSTGUG00000025016	100224912	ENSTGUG00000025016.1	CHICK54571	NP_001007870	NA	419184	SDC4	1:1	NA	SDC4
TAEGU12552	NA	ENSTGUG00000005009	NA	ENSTGUG00000005009.2	CHICK54576	XP_040543897	NA	419185	RBPJL	1:1	891577	RBPJL
TAEGU12556	XP_030144619	ENSTGUG00000005029	100219026	ENSTGUG00000005029.2	CHICK54578	XP_040543896	NA	428140	MATN4	1:1	1069205	MATN4
TAEGU11970	NA	ENSTGUG00000005049	NA	ENSTGUG00000005049.2	CHICK54580	XP_001232667	NA	770173	KCNS1	1:1	1072327	KCNS1
TAEGU11972	XP_030144866	ENSTGUG00000005057	100225740	ENSTGUG00000005057.2	CHICK54584	XP_046758784	NA	419187	STK4	1:1	1069997	STK4
TAEGU11978	XP_030144868	ENSTGUG00000005104	100222875	ENSTGUG00000005104.2	CHICK54585	XP_040543908	NA	419188	TOMM34	1:1	1069900	TOMM34
TAEGU11981	XP_030144675	ENSTGUG00000005114	100220002	ENSTGUG00000005114.2	CHICK54586	XP_040506728	NA	419189	PABPC1L	1:1	NA	PABPC1L
TAEGU11988	NA	ENSTGUG00000024139	NA	ENSTGUG00000024139.1	CHICK54588	NP_001006289	NA	419190	YWHAB	1:1	765113	YWHAB
TAEGU11994	XP_030144680	ENSTGUG00000028883	100231506	ENSTGUG00000028883.1	CHICK54591	XP_040544529	NA	428142	RIMS4	1:1	1419751	RIMS4
TAEGU12008	XP_030144416	ENSTGUG00000005206	100230548	ENSTGUG00000005206.2	CHICK54596	NP_001006290	NA	419194	ADA	1:1	1342634	ADA
TAEGU12014	XP_030144903	ENSTGUG00000005242	100227732	ENSTGUG00000005242.2	CHICK54607	NP_001006291	NA	419196	SERINC3	1:1	1032067	SERINC3
TAEGU12024	NA	ENSTGUG00000005257	NA	ENSTGUG00000005257.2	CHICK54608	NP_001026025	NA	419197	TTPAL	1:1	1018524	TTPAL
TAEGU12030	XP_030144541	ENSTGUG00000005271	100221920	ENSTGUG00000005271.2	CHICK54613	NP_001383734	NA	419198	HNF4A	1:1	1046796	HNF4A
TAEGU12037	XP_030144805	ENSTGUG00000005308	100219084	ENSTGUG00000005308.2	CHICK54614	XP_003642528	NA	100858089	R3HDML	1:1	NA	R3HDML
TAEGU12039	XP_030144499	ENSTGUG00000022983	100231571	ENSTGUG00000022983.1	CHICK54615	XP_024998180	NA	107057318	LOC107057318	1:1	1411816	FITM2
TAEGU12041	XP_002193570	ENSTGUG00000005325	100222886	ENSTGUG00000005325.2	CHICK54616	XP_040544538	NA	419201	GDAP1L1	1:1	958660	GDAP1L1
TAEGU12045	NA	ENSTGUG00000005342	NA	ENSTGUG00000005342.2	CHICK54621	NP_001384298	NA	419203	OSER1	1:1	1047178	OSER1
TAEGU12055	NA	ENSTGUG00000022447	NA	ENSTGUG00000022447.1	CHICK54640	XP_015152206	NA	419205	OCSTAMP	1:1	1398273	OCSTAMP
TAEGU12061	XP_012425744	ENSTGUG00000005363	100220067	ENSTGUG00000005363.2	CHICK54642	XP_040506835	NA	770495	SLC13A3	1:1	NA	SLC13A3
TAEGU12069	NP_001232344; XP_002191119	ENSTGUG00000005398	100190309	ENSTGUG00000005398.2	CHICK54643	XP_425703	NA	428145	TP53RK	1:1	NA	TP53RK
TAEGU12070	NA	ENSTGUG00000005400	NA	ENSTGUG00000005400.2	CHICK54644	XP_040544544	NA	419206	SLC2A10	1:1	1068293	SLC2A10
TAEGU12076	NA	ENSTGUG00000005408	NA	ENSTGUG00000005408.2	CHICK54647	XP_024997931	NA	395745	EYA2	1:1	768655	EYA2
TAEGU12098	XP_002191265	ENSTGUG00000005447	100230619	ENSTGUG00000005447.2	CHICK54677	XP_046758939	NA	419207	ZMYND8	1:1	1406750	ZMYND8
TAEGU12122	XP_030144432	ENSTGUG00000008993	100224552	ENSTGUG00000008993.2	CHICK54697	XP_004947108	NA	419208	NCOA3	1:1	1073642	NCOA3
TAEGU12110	XP_030144443	ENSTGUG00000008940	100219652	ENSTGUG00000008940.2	CHICK54703	XP_015152201	NA	419209	SULF2	1:1	875193	SULF2
TAEGU12077	XP_030144212	ENSTGUG00000008911	100220665	ENSTGUG00000008911.2	CHICK54707	XP_040506875	NA	419210	PREX1	1:1	1309461	PREX1
TAEGU12052	XP_030144223	ENSTGUG00000008857	100223581	ENSTGUG00000008857.2	CHICK54711	XP_040544546	NA	419211	ARFGEF2	1:1	765034	ARFGEF2
TAEGU12035	XP_030144369	ENSTGUG00000008823	100222517	ENSTGUG00000008823.2	CHICK54712	XP_015152176	NA	419212	CSE1L	1:1	1428432	CSE1L
TAEGU12025	XP_030144226	ENSTGUG00000008784	100225412	ENSTGUG00000008784.2	CHICK54714	NP_001012849	NA	419213	STAU1	1:1	1028248	STAU1
TAEGU12013	XP_030144248	ENSTGUG00000019417	100232205	ENSTGUG00000019417.1	CHICK54742	XP_040506880	NA	428146	KCNB1	1:1	1393559	KCNB1
TAEGU12113	XP_030144662	ENSTGUG00000005513	100224907	ENSTGUG00000005513.2	CHICK54745	XP_040544622	NA	419215	TGM3	1:1	1020177	TGM3
TAEGU12118	XP_041576223	ENSTGUG00000005536	100219158	ENSTGUG00000005536.2	CHICK54747	XP_001234442	NA	771144	TGM6	1:1	1020173	TGM6
TAEGU12130	XP_030144378	ENSTGUG00000005581	100231647	ENSTGUG00000005581.2	CHICK54749	NP_001308488	NA	419216	EPB42	1:1	1020175	EPB42
TAEGU12137	NA	ENSTGUG00000005606	NA	ENSTGUG00000005606.2	CHICK54753	XP_024998041	NA	419217	CCNDBP1	1:1	NA	CCNDBP1
TAEGU12147	XP_030144501	ENSTGUG00000005628	100225734	ENSTGUG00000005628.2	CHICK54754	XP_015152165	NA	419218	ZNFX1	1:1	1069035	ZNFX1
TAEGU12242	XP_002198885	ENSTGUG00000007984	100223928	ENSTGUG00000007984.2	CHICK54755	XP_004947132	NA	770781	PHACTR3	1:1	1069643	PHACTR3
TAEGU12228	XP_030144920	ENSTGUG00000023326	100232548	ENSTGUG00000023326.1	CHICK54759	XP_004947134	NA	419220	PPP1R3D	1:1	357361	PPP1R3D
TAEGU12224	XP_030144908	ENSTGUG00000007909	100231556	ENSTGUG00000007909.2	CHICK54772	NP_001004391	NA	419222	CDH4	1:1	1316961	CDH4
TAEGU12218	XP_030144420	ENSTGUG00000007892	100219067	ENSTGUG00000007892.2	CHICK54774	XP_040543722	NA	419223	TAF4	1:1	1072043	TAF4
TAEGU12217	XP_030144217	ENSTGUG00000007884	100224826	ENSTGUG00000007884.2	CHICK54776	XP_015152148	NA	771330	LSM14B	1:1	1069241	LSM14B
TAEGU12210	NP_001232540; XP_002198763	ENSTGUG00000007864	100190382	ENSTGUG00000007864.2	CHICK54788	NP_989944	NA	395318	PSMA7	1:1	1392016	PSMA7
TAEGU12205	XP_002195000	ENSTGUG00000007823	100230530	ENSTGUG00000007823.2	CHICK54790	XP_046758972	NA	419226	MTG2	1:1	809603	MTG2
TAEGU12201	NA	ENSTGUG00000007816	NA	ENSTGUG00000007816.2	CHICK54792	XP_040506687	NA	428147	HRH3	1:1	NA	HRH3
TAEGU12197	NA	ENSTGUG00000021939	NA	ENSTGUG00000021939.1	CHICK54803	XP_046758816	NA	419227	OSBPL2	1:1	1379114	OSBPL2
TAEGU12472	XP_030144195	ENSTGUG00000007836	100190472	ENSTGUG00000007836.2	CHICK54804	NP_989982	NA	395365	ADRM1	1:1	1417731	ADRM1
TAEGU12462	NA	ENSTGUG00000007752	NA	ENSTGUG00000007752.2	CHICK54809	XP_015152145	NA	428148	LAMA5	1:1	1069863	LAMA5
TAEGU12452	NP_001232673	ENSTGUG00000007750	100190177	ENSTGUG00000007750.2	CHICK54810	XP_040543744	NA	419228	RPS21	1:1	1428386	RPS21
TAEGU12449	XP_030144391	ENSTGUG00000007738	100226734	ENSTGUG00000007738.2	CHICK54813	XP_015152141	NA	419229	CABLES2	1:1	797600	CABLES2
TAEGU12441	NA	ENSTGUG00000007735	NA	ENSTGUG00000007735.2	CHICK54815	XP_015152138	NA	101747728	RBBP8NL	1:1	1389383	RBBP8NL
TAEGU12434	XP_030144652	ENSTGUG00000007723	100225872	ENSTGUG00000007723.2	CHICK54818	NP_001385054	NA	396391	GATA5	1:1	1404665	GATA5
TAEGU12426	XP_012425699	ENSTGUG00000007700	100229563	ENSTGUG00000007700.2	CHICK54822	XP_040506616	NA	419231	SLCO4A1	1:1	1069271	SLCO4A1
TAEGU12424	XP_002194686	ENSTGUG00000029344	100224895	ENSTGUG00000029344.1	CHICK54826	NP_001232911	NA	428149	NTSR1	1:1	1074390	NTSR1
TAEGU12416	NA	ENSTGUG00000022732	NA	ENSTGUG00000022732.1	CHICK54828	XP_040544026	NA	428150	OGFR	1:1	971586	OGFR
TAEGU12412	XP_030144277	ENSTGUG00000007624	115497873	ENSTGUG00000007624.2	CHICK54835	NP_990636	NA	396242	COL9A3	1:1	1071867	COL9A3
TAEGU12407	XP_002194569	ENSTGUG00000022221	100223931	ENSTGUG00000022221.1	CHICK54837	XP_001234727	NA	771446	TCFL5	1:1	1344669	TCFL5
TAEGU12399	XP_030144528	ENSTGUG00000007595	100226813	ENSTGUG00000007595.2	CHICK54838	NP_001012850	NA	419234	DIDO1	1:1	1072251	DIDO1
TAEGU12396	XP_002198589	ENSTGUG00000027933	100232497	ENSTGUG00000027933.1	CHICK54839	NP_001007872	NA	419235	GID8	1:1	1351762	GID8
TAEGU12393	XP_002198570	ENSTGUG00000007577	100220007	ENSTGUG00000007577.2	CHICK54840	NP_001006292	NA	419236	SLC17A9	1:1	1067616	SLC17A9
TAEGU12389	XP_032607911	ENSTGUG00000007576	100232551	ENSTGUG00000007576.2	CHICK54841	NP_989835	NA	395165	BHLHE23	1:1	1410853	BHLHE23
TAEGU12383	XP_030144313	ENSTGUG00000007565	100225795	ENSTGUG00000007565.2	CHICK54842	NP_001012851	NA	419238	YTHDF1	1:1	1074608	YTHDF1
TAEGU12372	XP_041576173	ENSTGUG00000007560	105760499	ENSTGUG00000007560.2	CHICK54845	XP_015152128	NA	419239	BIRC7	1:1	817068	BIRC7
TAEGU12365	XP_004177113	ENSTGUG00000007547	100222882	ENSTGUG00000007547.2	CHICK54850	XP_015152131	NA	419240	NKAIN4	1:1	1341181	NKAIN4
TAEGU12343	XP_030144893	ENSTGUG00000007518	100225747	ENSTGUG00000007518.2	CHICK54852	XP_024997977	NA	419241	ARFGAP1	1:1	1414573	ARFGAP1
TAEGU12320	XP_012425694	ENSTGUG00000007453	100228632	ENSTGUG00000007453.2	CHICK54871	NP_001384279	NA	395606	CHRNA4	1:1	NA	CHRNA4
TAEGU12290	XP_030144640	ENSTGUG00000007434	100224829	ENSTGUG00000007434.2	CHICK54879	XP_040506889	NA	428151	KCNQ2	1:1	1079651	KCNQ2
TAEGU12277	XP_002198245	ENSTGUG00000007419	100231502	ENSTGUG00000007419.2	CHICK54884	NP_001027570	NA	419244	EEF1A2	1:1	1070299	EEF1A2
TAEGU12263	XP_002194230	ENSTGUG00000007405	100218088	ENSTGUG00000007405.2	CHICK54890	XP_040506625	NA	419246	PTK6	1:1	1319180	SRMS
TAEGU12234	XP_030144425	ENSTGUG00000007315	100226738	ENSTGUG00000007315.2	CHICK54898	XP_015152111	NA	419249	MYT1	1:1	988102	MYT1
TAEGU12219	XP_041576176	ENSTGUG00000007312	100232479	ENSTGUG00000007312.2	CHICK54904	NP_001314723	NA	771598	NPBWR2	1:1	1073187	NPBWR2
TAEGU12215	XP_012425761	ENSTGUG00000026051	100219022	ENSTGUG00000026051.1	CHICK54906	NP_001305907	NA	419251	OPRL1	1:1	1074343	OPRL1
TAEGU12203	XP_030144199	ENSTGUG00000007270	100190487	ENSTGUG00000007270.2	CHICK54915	XP_004947166	NA	419253	TCEA2	1:1	1068421	TCEA2
TAEGU12198	XP_002197989	ENSTGUG00000007265	100224917	ENSTGUG00000007265.2	CHICK54922	NP_001382839	NA	374200	SOX18	1:1	891682	SOX18
TAEGU12191	XP_030144767	ENSTGUG00000007221	100227809	ENSTGUG00000007221.2	CHICK54926	XP_040544071	NA	419254	PRPF6	1:1	1067306	PRPF6
TAEGU12180	XP_012425688	ENSTGUG00000020790	100231634	ENSTGUG00000020790.1	CHICK54929	XP_046758984	NA	428153	SAMD10	1:1	1313724	SAMD10
TAEGU12171	XP_030144768	ENSTGUG00000007184	100230627	ENSTGUG00000007184.2	CHICK54931	NP_001032919	NA	771616	ZNF512B	1:1	1339796	ZNF512B
TAEGU12162	XP_030144772	ENSTGUG00000007162	100218174	ENSTGUG00000007162.2	CHICK54937	XP_015151876	NA	419255	UCKL1	1:1	913155	UCKL1
TAEGU12161	XP_030144791	ENSTGUG00000019099	100221029	ENSTGUG00000019099.1	CHICK54941	NP_001264937	NA	419256	DNAJC5	1:1	1073340	DNAJC5
TAEGU12156	XP_030144780	ENSTGUG00000007135	100223955	ENSTGUG00000007135.2	CHICK54943	NP_001026029	NA	419257	TPD52L2	1:1	1061017	TPD52L2
TAEGU12139	NA	ENSTGUG00000007131	NA	ENSTGUG00000007131.2	CHICK54946	XP_015152092	NA	419259	ZBTB46	1:1	1343545	ZBTB46
TAEGU12132	XP_002197618	ENSTGUG00000023535	100226838	ENSTGUG00000023535.1	CHICK54961	XP_004947182	NA	419260	ZGPAT	1:1	861178	ZGPAT
TAEGU12128	NP_001232470; XP_002197595	ENSTGUG00000007096	100190101	ENSTGUG00000007096.2	CHICK54962	XP_004947186	NA	419261	ARFRP1	1:1	1058814	ARFRP1
TAEGU12124	XP_030144589	ENSTGUG00000007094	100221010	ENSTGUG00000007094.2	CHICK54964	XP_004947191	NA	395096	TNFRSF6B	1:1	1074662	TNFRSF6B
TAEGU12120	XP_030144691	ENSTGUG00000007046	100223934	ENSTGUG00000007046.2	CHICK54969	XP_024998207	NA	419262	RTEL1	1:1	1004000	RTEL1
TAEGU12114	NA	ENSTGUG00000007038	NA	ENSTGUG00000007038.2	CHICK54976	XP_024997993	NA	419263	STMN3	1:1	NA	STMN3
TAEGU12112	XP_030144235	ENSTGUG00000006996	100229629	ENSTGUG00000006996.2	CHICK54978	XP_040506904	NA	419264	GMEB2	1:1	349320	GMEB2
TAEGU12106	XP_004177134	ENSTGUG00000006981	100232554	ENSTGUG00000006981.2	CHICK54981	XP_004947338	NA	419265	HELZ2	1:1	444187	HELZ2
TAEGU12105	NA	ENSTGUG00000006980	NA	ENSTGUG00000006980.2	CHICK54984	XP_040544110	NA	419266	C20orf195	1:1	1309749	FNDC11
TAEGU12081	NP_001232406; XP_002197340	ENSTGUG00000006942	100190589	ENSTGUG00000006942.2	CHICK55003	XP_015151879	NA	419268	NSFL1C	1:1	1412659	NSFL1C
TAEGU12080	XP_030144527	ENSTGUG00000019612	100224833	ENSTGUG00000019612.1	CHICK55006	NP_001376565	NA	100859439	SDCBP2	1:1	1370355	SDCBP2
TAEGU12057	NA	ENSTGUG00000006898	NA	ENSTGUG00000006898.2	CHICK55007	XP_003643281	NA	100858058	SNPH	1:1	1377929	SNPH
TAEGU12048	XP_041576117	ENSTGUG00000022563	100218091	ENSTGUG00000022563.1	CHICK55011	XP_040506631	NA	419269	RAD21L1	1:1	1029879	RAD21L1
TAEGU12040	NA	ENSTGUG00000006892	NA	ENSTGUG00000006892.2	CHICK55018	NP_001026753	NA	430115	PSMF1	1:1	NA	PSMF1
TAEGU12038	XP_030144653	ENSTGUG00000006868	100226742	ENSTGUG00000006868.2	CHICK55019	XP_004947198	NA	428155	RSPO4	1:1	1412143	RSPO4
TAEGU12034	XP_030144581	ENSTGUG00000006818	100229544	ENSTGUG00000006818.2	CHICK55023	XP_001235003	NA	771763	ANGPT4	1:1	1069902	ANGPT4
TAEGU12033	XP_030144412	ENSTGUG00000027898	115497898	ENSTGUG00000027898.1	CHICK55025	XP_003642512	NA	100858650	FAM110A	1:1	1083043	FAM110A
TAEGU12032	XP_030144411	ENSTGUG00000006805	100232480	ENSTGUG00000006805.2	CHICK55027	XP_040544133	NA	419270	SLC52A3	1:1	NA	SLC52A3
TAEGU12031	NA	ENSTGUG00000006801	NA	ENSTGUG00000006801.2	CHICK55028	NP_001166993	NA	100379662	SCRT2	1:1	1073944	SCRT2
TAEGU12027	XP_002197092	ENSTGUG00000006794	100228701	ENSTGUG00000006794.2	CHICK55031	NP_990277	NA	395788	TCF15	1:1	1024506	TCF15
TAEGU12012	NA	ENSTGUG00000006728	NA	ENSTGUG00000006728.2	CHICK55035	XP_015151946	NA	771781	TBC1D20	1:1	1068031	TBC1D20
TAEGU12007	XP_041576208	ENSTGUG00000028789	100219152	ENSTGUG00000028789.1	CHICK55044	XP_015151954	NA	419274	REM1	1:1	NA	REM1
TAEGU11991	XP_030144394	ENSTGUG00000006687	100221982	ENSTGUG00000006687.2	CHICK55046	XP_040506917	NA	100859573	HM13	1:1	1372064	HM13
TAEGU12522	NA	ENSTGUG00000006640	NA	ENSTGUG00000006640.2	CHICK55055	XP_015151809	NA	395081	TPX2	1:1	NA	TPX2
TAEGU12515	NA	ENSTGUG00000022110	NA	ENSTGUG00000022110.1	CHICK55061	NP_990723	NA	396356	MYLK2	1:1	1093417	MYLK2
TAEGU12510	NA	ENSTGUG00000006604	NA	ENSTGUG00000006604.2	CHICK55066	XP_024998170	NA	419277	DUSP15	1:1	1337795	DUSP15
TAEGU12505	NP_001232708	ENSTGUG00000006601	100190191	ENSTGUG00000006601.2	CHICK55078	XP_015151961	NA	771852	PDRG1	1:1	881566	PDRG1
TAEGU12504	XP_030144503	ENSTGUG00000021354	100229633	ENSTGUG00000021354.1	CHICK55079	XP_001235083	NA	771861	XKR7	1:1	NA	XKR7
TAEGU12496	XP_030144656	ENSTGUG00000006558	100220059	ENSTGUG00000006558.2	CHICK55090	XP_004947227	NA	419280	HCK	1:1	1071550	HCK
TAEGU12487	XP_030144655	ENSTGUG00000006532	100225800	ENSTGUG00000006532.2	CHICK55094	XP_040544167	NA	419281	TM9SF4	1:1	1067681	TM9SF4
TAEGU12481	XP_002196544	ENSTGUG00000025001	100221927	ENSTGUG00000025001.1	CHICK55095	XP_003642539	NA	100859766	PLAGL2	1:1	1070686	PLAGL2
TAEGU12480	XP_030144658	ENSTGUG00000018539	100219075	ENSTGUG00000018539.2	CHICK55098	NP_989758	NA	395070	POFUT1	1:1	1365963	POFUT1
TAEGU12474	NA	ENSTGUG00000006498	NA	ENSTGUG00000006498.2	CHICK55100	NP_001012852	NA	419284	KIF3B	1:1	1069143	KIF3B
TAEGU12469	XP_030144850	ENSTGUG00000006483	100221913	ENSTGUG00000006483.2	CHICK55107	XP_015152083	NA	428158	ASXL1	1:1	974475	ASXL1
TAEGU12465	XP_030144852	ENSTGUG00000006469	100227743	ENSTGUG00000006469.2	CHICK55110	XP_015152085	NA	771902	C20orf112	1:1	1073078	NOL4L
TAEGU12442	NA	ENSTGUG00000006412	NA	ENSTGUG00000006412.2	CHICK55120	NP_001019999	NA	419287	DNMT3B	1:1	1371673	DNMT3B
TAEGU12438	XP_012425760	ENSTGUG00000006394	100220958	ENSTGUG00000006394.2	CHICK55132	XP_015151889	NA	419288	MAPRE1	1:1	1070577	MAPRE1
TAEGU12410	XP_002192492	ENSTGUG00000006328	100232484	ENSTGUG00000006328.2	CHICK55163	XP_040544191	NA	419292	CDK5RAP1	1:1	1361136	CDK5RAP1
TAEGU12368	XP_030144423	ENSTGUG00000024924	101233798	ENSTGUG00000024924.1	CHICK55168	XP_004947245	NA	101750666	KIAA1755	1:1	1323760	KIAA1755
TAEGU12363	NA	ENSTGUG00000006260	NA	ENSTGUG00000006260.2	CHICK55170	NP_001378925	NA	396432	TGM2	1:1	1020179	TGM2
TAEGU12354	XP_030144203	ENSTGUG00000006251	100190582	ENSTGUG00000006251.2	CHICK55172	XP_040506656	NA	419295	RPRD1B	1:1	1071153	RPRD1B
TAEGU12352	XP_030144659	ENSTGUG00000024728	100221987	ENSTGUG00000024728.1	CHICK55176	XP_015152074	NA	419297	VSTM2L	1:1	NA	VSTM2L
TAEGU12348	XP_030144371	ENSTGUG00000006202	100224902	ENSTGUG00000006202.2	CHICK55178	XP_001234108	NA	419299	CTNNBL1	1:1	1381294	CTNNBL1
TAEGU12317	NA	ENSTGUG00000006183	NA	ENSTGUG00000006183.2	CHICK55193	XP_015152057	NA	431225	DNTTIP1	1:1	961553	DNTTIP1
TAEGU12305	XP_030144480	ENSTGUG00000029725	115497904	ENSTGUG00000029725.1	CHICK55194	XP_015152064	NA	100859413	UBE2U	1:1	1067491	UBE2C
TAEGU12297	XP_030144474	ENSTGUG00000006164	100223940	ENSTGUG00000006164.2	CHICK55197	XP_015152055	NA	419302	SNX21	1:1	1402020	SNX21
TAEGU12296	XP_030144475	ENSTGUG00000006152	100226822	ENSTGUG00000006152.2	CHICK55198	XP_040544212	NA	419303	ACOT8	1:1	1407415	ACOT8
TAEGU12289	XP_002192009	ENSTGUG00000006147	100232558	ENSTGUG00000006147.2	CHICK55201	XP_015152062	NA	101751906	NEURL2	1:1	1388872	NEURL2
TAEGU12286	XP_030144472	ENSTGUG00000006108	100220062	ENSTGUG00000006108.2	CHICK55202	NP_001026662	NA	428163	CTSA	1:1	1352304	CTSA
TAEGU12275	NA	ENSTGUG00000006044	NA	ENSTGUG00000006044.2	CHICK55207	NP_001155878	NA	428164	PLTP	1:1	796798	PLTP
TAEGU12262	XP_030144469	ENSTGUG00000006011	100228688	ENSTGUG00000006011.2	CHICK55209	XP_015152049	NA	771963	PCIF1	1:1	1388406	PCIF1
TAEGU12244	XP_030144460	ENSTGUG00000005969	100219079	ENSTGUG00000005969.2	CHICK55220	XP_024997948	NA	396131	ZNF335	1:1	1394456	ZNF335
TAEGU12239	XP_030144431	ENSTGUG00000005967	100227728	ENSTGUG00000005967.2	CHICK55222	NP_989998	NA	395387	MMP9	1:1	1358686	MMP9
TAEGU12211	XP_030144596	ENSTGUG00000005860	100230546	ENSTGUG00000005860.2	CHICK55223	XP_024998054	NA	777252	SLC12A5	1:1	1071529	SLC12A5
TAEGU12200	XP_004177102	ENSTGUG00000005841	100226759	ENSTGUG00000005841.2	CHICK55225	XP_040506945	NA	419304	NCOA5	1:1	1074102	NCOA5
TAEGU12193	XP_002191673	ENSTGUG00000005824	100220945	ENSTGUG00000005824.2	CHICK55230	NP_989996	NA	395385	CD40	1:1	1071182	CD40
TAEGU12187	XP_030144321	ENSTGUG00000005758	100223868	ENSTGUG00000005758.2	CHICK55231	XP_040544237	NA	419305	CDH22	1:1	1080927	CDH22
TAEGU12178	XP_030144674	ENSTGUG00000005747	100226748	ENSTGUG00000005747.2	CHICK55232	NP_001026036	NA	419306	SLC35C2	1:1	962432	SLC35C2
TAEGU12167	XP_030144663	ENSTGUG00000005693	100229567	ENSTGUG00000005693.2	CHICK55252	XP_015152040	NA	419307	ELMO2	1:1	834522	ELMO2
TAEGU12164	NP_001232486	ENSTGUG00000005684	100190618	ENSTGUG00000005684.2	CHICK55261	NP_989930	NA	395298	SNRPN	1:1	1067479	SNRPB
TAEGU12158	NA	ENSTGUG00000005649	NA	ENSTGUG00000005649.2	CHICK55263	XP_024998023	NA	419308	DDX27	1:1	1067888	DDX27
TAEGU12255	NA	ENSTGUG00000028676	NA	ENSTGUG00000028676.1	CHICK55266	XP_015152039	NA	768509	EDN3	1:1	NA	EDN3
TAEGU12265	NA	ENSTGUG00000023988	NA	ENSTGUG00000023988.1	CHICK55267	XP_004947267	NA	419309	ZNF831	1:1	1309224	ZNF831
TAEGU12258	NA	ENSTGUG00000021702	NA	ENSTGUG00000021702.1	CHICK55270	NP_001026037	NA	419310	PRELID3B	1:1	NA	PRELID3B
TAEGU12250	NA	ENSTGUG00000008033	NA	ENSTGUG00000008033.2	CHICK55273	XP_001231375	NA	768660	ATP5E	1:1	1413471	ATP5F1E
TAEGU12269	NA	ENSTGUG00000008035	NA	ENSTGUG00000008035.2	CHICK55274	NP_990776	NA	396427	TUBB1	1:1	771541	TUBB1
TAEGU12276	XP_030144330	ENSTGUG00000008040	100225523	ENSTGUG00000008040.2	CHICK55276	XP_040544279	NA	419311	CTSZ	1:1	846416	CTSZ
TAEGU12279	NA	ENSTGUG00000008047	NA	ENSTGUG00000008047.2	CHICK55278	XP_040506659	NA	419312	NELFCD	1:1	1044014	NELFCD
TAEGU12283	NA	ENSTGUG00000008082	NA	ENSTGUG00000008082.2	CHICK55279	XP_024998120	NA	419313	GNAS	1:1	765281	GNAS
TAEGU12295	XP_030144483	ENSTGUG00000008119	100220930	ENSTGUG00000008119.2	CHICK55289	XP_040544283	NA	419314	NPEPL1	1:1	969528	NPEPL1
TAEGU12298	XP_002199047	ENSTGUG00000008146	100220955	ENSTGUG00000008146.2	CHICK55292	NP_001006295	NA	419315	STX16	1:1	881282	STX16
TAEGU12301	XP_030144514	ENSTGUG00000008173	100227714	ENSTGUG00000008173.2	CHICK55294	XP_040506971	NA	419316	APCDD1L	1:1	1346414	APCDD1L
TAEGU12304	XP_030144193	ENSTGUG00000008176	100190400	ENSTGUG00000008176.2	CHICK55296	NP_001006296	NA	419317	VAPB	1:1	1316758	VAPB
TAEGU12308	NA	ENSTGUG00000026289	NA	ENSTGUG00000026289.1	CHICK55297	NP_001026038	NA	419318	RAB22A	1:1	1069308	RAB22A
TAEGU12328	XP_030144333	ENSTGUG00000024167	100231549	ENSTGUG00000024167.1	CHICK55309	XP_046758846	NA	428166	PMEPA1	1:1	1027073	PMEPA1
TAEGU12333	XP_002199208	ENSTGUG00000008254	100224850	ENSTGUG00000008254.2	CHICK55315	NP_990802	NA	396458	PCK1	1:1	1059245	PCK1
TAEGU12337	XP_030144376	ENSTGUG00000022708	100222924	ENSTGUG00000022708.1	CHICK55316	NP_001292022	NA	768866	RBM38	1:1	NA	RBM38
TAEGU12349	XP_041576135	ENSTGUG00000008305	100221924	ENSTGUG00000008305.2	CHICK55317	NP_001026039	NA	419324	RAE1	1:1	818217	RAE1
TAEGU12350	XP_030144726	ENSTGUG00000008333	100220048	ENSTGUG00000008333.2	CHICK55324	XP_040506983	NA	768915	SPO11	1:1	1390699	SPO11
TAEGU12356	XP_012425717	ENSTGUG00000020187	100229616	ENSTGUG00000020187.1	CHICK55327	XP_040544296	NA	395494	BMP7	1:1	1370491	BMP7
TAEGU12364	XP_002199252	ENSTGUG00000008378	100219089	ENSTGUG00000008378.2	CHICK55328	XP_040544494	NA	419327	TFAP2C	1:1	1409263	TFAP2C
TAEGU12381	XP_012425644	ENSTGUG00000008427	105758723	ENSTGUG00000008427.2	CHICK55332	XP_001231953	NA	769120	GCNT7	1:1	760349	GCNT7
TAEGU12382	XP_030144627	ENSTGUG00000008443	100220999	ENSTGUG00000008443.2	CHICK55344	XP_040506664	NA	419330	CASS4	1:1	1377502	CASS4
